epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1042.59,0.41728,1.39039,0.98994,0.66055,0.81797,0.82844,0.75769,0.41916,0.8698,1.02828,0.009439,0.009439,0.009439
19,1100.19,0.41693,1.35963,0.99116,0.74298,0.75364,0.82848,0.77762,0.38372,0.93827,0.98622,0.009406,0.009406,0.009406
20,1157.76,0.41025,1.33842,0.98763,0.72492,0.83337,0.87315,0.81354,0.38766,0.80816,0.98626,0.009373,0.009373,0.009373
21,1215.45,0.40285,1.33263,0.9828,0.73964,0.82495,0.85938,0.79535,0.40642,0.81051,1.00727,0.00934,0.00934,0.00934
22,1273.19,0.40383,1.33247,0.98203,0.71567,0.84129,0.86571,0.81645,0.37561,0.83669,0.97437,0.009307,0.009307,0.009307
23,1330.81,0.40413,1.30411,0.98552,0.72033,0.81712,0.86231,0.81594,0.36946,0.93801,0.97497,0.009274,0.009274,0.009274
24,1388.43,0.39584,1.2819,0.98092,0.75908,0.85744,0.87943,0.82027,0.39004,0.79753,0.98435,0.009241,0.009241,0.009241
25,1446.15,0.40059,1.29839,0.98377,0.77624,0.82927,0.88283,0.82007,0.38031,0.86095,0.97891,0.009208,0.009208,0.009208
26,1504.74,0.39002,1.2872,0.9789,0.77599,0.857,0.89651,0.83233,0.38188,0.82387,0.97271,0.009175,0.009175,0.009175
27,1562.42,0.39232,1.28577,0.97992,0.7694,0.87368,0.89311,0.82699,0.38516,0.82302,0.98455,0.009142,0.009142,0.009142
28,1620.08,0.39006,1.25796,0.97657,0.75029,0.78982,0.85513,0.79771,0.40225,0.84743,1.00552,0.009109,0.009109,0.009109
29,1677.74,0.38617,1.25487,0.97219,0.80479,0.84307,0.91227,0.83489,0.41289,0.77364,1.01096,0.009076,0.009076,0.009076
30,1735.46,0.37926,1.26108,0.96772,0.78662,0.87042,0.89734,0.84677,0.36798,0.73366,0.96703,0.009043,0.009043,0.009043
31,1793.35,0.37957,1.25342,0.97555,0.73918,0.74768,0.81799,0.75142,0.43688,1.01555,1.03775,0.00901,0.00901,0.00901
32,1851.14,0.37897,1.24366,0.9692,0.79522,0.87704,0.91338,0.85298,0.35935,0.7256,0.9648,0.008977,0.008977,0.008977
33,1908.78,0.37162,1.2316,0.96758,0.81548,0.856,0.882,0.82495,0.40892,0.82715,1.0254,0.008944,0.008944,0.008944
34,1966.44,0.37829,1.23057,0.97239,0.8178,0.85478,0.88718,0.83066,0.38064,0.76627,0.98699,0.008911,0.008911,0.008911
35,2025.82,0.37579,1.24126,0.96776,0.81418,0.87012,0.90082,0.85267,0.36715,0.75825,0.96209,0.008878,0.008878,0.008878
36,2083.92,0.36688,1.22141,0.96383,0.82885,0.86562,0.91113,0.85682,0.35791,0.73617,0.95504,0.008845,0.008845,0.008845
37,2141.75,0.37058,1.22963,0.96764,0.84307,0.87992,0.91781,0.86271,0.39187,0.73478,0.98502,0.008812,0.008812,0.008812
38,2199.5,0.36676,1.22458,0.96775,0.82532,0.87743,0.93478,0.88581,0.34615,0.71723,0.94824,0.008779,0.008779,0.008779
39,2257.18,0.37332,1.21271,0.97139,0.79039,0.89798,0.89979,0.84735,0.39013,0.73551,0.98402,0.008746,0.008746,0.008746
40,2314.71,0.36737,1.20314,0.96634,0.86294,0.88276,0.91895,0.87575,0.35662,0.68361,0.95104,0.008713,0.008713,0.008713
41,2372.33,0.36438,1.18961,0.96415,0.78328,0.87102,0.9221,0.87252,0.35234,0.70455,0.95256,0.00868,0.00868,0.00868
42,2430.02,0.36671,1.20592,0.96685,0.78885,0.86643,0.92599,0.8601,0.40759,0.74281,1.00985,0.008647,0.008647,0.008647
43,2488.49,0.36604,1.19962,0.96593,0.79679,0.87699,0.91452,0.86201,0.36339,0.77847,0.95871,0.008614,0.008614,0.008614
44,2546.34,0.36544,1.18937,0.96096,0.84016,0.90115,0.94197,0.8846,0.39039,0.67452,0.98844,0.008581,0.008581,0.008581
45,2603.91,0.36192,1.20565,0.96269,0.8085,0.9002,0.91451,0.86627,0.36096,0.66708,0.95466,0.008548,0.008548,0.008548
46,2661.45,0.35928,1.18439,0.96228,0.80756,0.88713,0.92072,0.87111,0.35633,0.71385,0.95259,0.008515,0.008515,0.008515
47,2718.87,0.36358,1.19539,0.96493,0.85476,0.83305,0.88949,0.8396,0.37526,0.77947,0.97572,0.008482,0.008482,0.008482
48,2776.13,0.36579,1.18455,0.96348,0.81584,0.90472,0.91934,0.86589,0.37042,0.70648,0.97624,0.008449,0.008449,0.008449
49,2833.5,0.35699,1.18626,0.96279,0.84996,0.87763,0.91941,0.87239,0.34151,0.65718,0.94135,0.008416,0.008416,0.008416
50,2891.6,0.36082,1.17268,0.96006,0.85628,0.8743,0.92177,0.88001,0.35057,0.67023,0.94719,0.008383,0.008383,0.008383
51,2949.01,0.36313,1.17581,0.96344,0.8144,0.89206,0.91476,0.86629,0.34739,0.68588,0.94434,0.00835,0.00835,0.00835
52,3006.47,0.35645,1.17019,0.95924,0.84219,0.83673,0.93353,0.87808,0.37345,0.70518,0.96928,0.008317,0.008317,0.008317
53,3063.71,0.35484,1.15204,0.95944,0.8215,0.90962,0.94139,0.89428,0.33892,0.67934,0.93681,0.008284,0.008284,0.008284
54,3121.05,0.35319,1.18295,0.95305,0.85524,0.92208,0.94016,0.89123,0.34691,0.65227,0.94842,0.008251,0.008251,0.008251
55,3178.49,0.35161,1.1633,0.95615,0.83696,0.8699,0.93244,0.87702,0.37823,0.71091,0.98166,0.008218,0.008218,0.008218
56,3235.82,0.34998,1.15303,0.95386,0.82472,0.85256,0.91011,0.85995,0.35251,0.68188,0.95679,0.008185,0.008185,0.008185
57,3293.25,0.35412,1.14886,0.95598,0.81952,0.85699,0.93012,0.87683,0.34834,0.73446,0.95189,0.008152,0.008152,0.008152
58,3350.63,0.35275,1.15829,0.95904,0.83235,0.8797,0.92924,0.87479,0.35542,0.70098,0.96254,0.008119,0.008119,0.008119
59,3408.06,0.36016,1.14253,0.96232,0.84038,0.88921,0.92965,0.87726,0.35284,0.65913,0.95441,0.008086,0.008086,0.008086
60,3465.31,0.34816,1.13752,0.95444,0.81246,0.9158,0.91556,0.86827,0.35255,0.66705,0.9551,0.008053,0.008053,0.008053
61,3522.65,0.34328,1.13117,0.94877,0.85278,0.90274,0.93968,0.8948,0.33398,0.634,0.93225,0.00802,0.00802,0.00802
62,3581.29,0.35,1.15127,0.95523,0.83666,0.93898,0.92019,0.86752,0.35211,0.62697,0.95047,0.007987,0.007987,0.007987
63,3638.69,0.34585,1.14103,0.95229,0.80788,0.86312,0.89745,0.85615,0.34412,0.68801,0.94146,0.007954,0.007954,0.007954
64,3696.11,0.34339,1.15719,0.95334,0.84949,0.8626,0.9151,0.86117,0.36379,0.71457,0.96324,0.007921,0.007921,0.007921
65,3753.34,0.34675,1.14377,0.95464,0.86263,0.88429,0.92458,0.88475,0.33281,0.69603,0.92947,0.007888,0.007888,0.007888
66,3810.81,0.3443,1.12918,0.95272,0.83447,0.89138,0.91257,0.8688,0.33628,0.66143,0.93494,0.007855,0.007855,0.007855
67,3868.24,0.34644,1.1459,0.95258,0.83962,0.87947,0.92427,0.87576,0.34027,0.67918,0.94332,0.007822,0.007822,0.007822
68,3925.43,0.34257,1.14343,0.95005,0.84009,0.90106,0.92961,0.88367,0.33581,0.63682,0.93231,0.007789,0.007789,0.007789
69,3982.71,0.3483,1.13395,0.95299,0.85363,0.90533,0.94015,0.89015,0.3402,0.62209,0.93926,0.007756,0.007756,0.007756
70,4039.86,0.34121,1.12382,0.95156,0.83013,0.92278,0.94244,0.8944,0.34692,0.62264,0.9432,0.007723,0.007723,0.007723
71,4097.02,0.3459,1.15898,0.95481,0.83651,0.85231,0.90785,0.86314,0.34375,0.66281,0.94057,0.00769,0.00769,0.00769
72,4154.23,0.3414,1.13719,0.94839,0.85044,0.84106,0.92875,0.88268,0.34231,0.6724,0.94861,0.007657,0.007657,0.007657
73,4211.44,0.34372,1.1217,0.95432,0.84918,0.86572,0.92785,0.88384,0.33287,0.68099,0.93045,0.007624,0.007624,0.007624
74,4268.78,0.33663,1.11753,0.94619,0.85998,0.87202,0.93918,0.89251,0.34044,0.64744,0.94162,0.007591,0.007591,0.007591
75,4326.17,0.33282,1.11243,0.94748,0.88502,0.85622,0.94342,0.89644,0.33686,0.62534,0.93326,0.007558,0.007558,0.007558
76,4383.25,0.33703,1.1233,0.9498,0.84172,0.90504,0.95445,0.90809,0.33471,0.63379,0.93453,0.007525,0.007525,0.007525
77,4440.68,0.33574,1.12255,0.94705,0.81082,0.91027,0.93924,0.89502,0.33337,0.64876,0.93444,0.007492,0.007492,0.007492
78,4497.82,0.33378,1.11285,0.94525,0.88112,0.87074,0.94426,0.89891,0.32856,0.64894,0.92955,0.007459,0.007459,0.007459
79,4555.27,0.33491,1.10437,0.94736,0.89876,0.84357,0.92817,0.87978,0.33449,0.64605,0.93592,0.007426,0.007426,0.007426
80,4612.49,0.33549,1.11649,0.94619,0.92281,0.84786,0.93611,0.89028,0.33232,0.64963,0.93272,0.007393,0.007393,0.007393
81,4669.94,0.33664,1.12282,0.95139,0.87717,0.87184,0.93363,0.8929,0.33598,0.67617,0.93489,0.00736,0.00736,0.00736
82,4727.31,0.33739,1.11032,0.94776,0.84395,0.88232,0.92981,0.88521,0.33317,0.65695,0.9347,0.007327,0.007327,0.007327
83,4784.59,0.33239,1.1012,0.94587,0.85555,0.88889,0.93394,0.89265,0.32832,0.65776,0.93175,0.007294,0.007294,0.007294
84,4842.03,0.33335,1.09679,0.94944,0.90183,0.86017,0.94275,0.89941,0.33319,0.66057,0.94037,0.007261,0.007261,0.007261
85,4900.53,0.33184,1.10782,0.94673,0.8831,0.85997,0.94603,0.90244,0.33884,0.67696,0.94534,0.007228,0.007228,0.007228
86,4958.01,0.33798,1.09944,0.95054,0.90855,0.86375,0.94986,0.90191,0.33525,0.64143,0.94257,0.007195,0.007195,0.007195
87,5015.49,0.33522,1.10391,0.94868,0.86017,0.90031,0.94386,0.89618,0.33361,0.61463,0.93859,0.007162,0.007162,0.007162
88,5073.06,0.33041,1.09351,0.94562,0.84845,0.8949,0.93436,0.89076,0.33105,0.6246,0.93591,0.007129,0.007129,0.007129
89,5130.47,0.3282,1.08335,0.94319,0.86448,0.87241,0.94113,0.89511,0.32853,0.63473,0.9334,0.007096,0.007096,0.007096
90,5187.71,0.32691,1.08312,0.94665,0.88004,0.87526,0.94433,0.89847,0.33082,0.63323,0.93345,0.007063,0.007063,0.007063
91,5244.89,0.33091,1.10991,0.9455,0.84764,0.89094,0.94933,0.90584,0.33202,0.64391,0.9346,0.00703,0.00703,0.00703
92,5302.29,0.32631,1.09295,0.94226,0.8614,0.87709,0.93868,0.8934,0.33552,0.64213,0.93618,0.006997,0.006997,0.006997
93,5359.69,0.32126,1.07742,0.93889,0.88579,0.87826,0.93583,0.89024,0.3366,0.62645,0.94073,0.006964,0.006964,0.006964
94,5426.84,0.32538,1.08592,0.94008,0.86769,0.88611,0.93687,0.8946,0.32872,0.61322,0.93201,0.006931,0.006931,0.006931
95,5507.9,0.3307,1.08747,0.9432,0.88538,0.87396,0.93998,0.89627,0.32981,0.61037,0.93261,0.006898,0.006898,0.006898
96,5587.45,0.33032,1.09407,0.94374,0.8887,0.87692,0.93804,0.89487,0.33063,0.61086,0.93189,0.006865,0.006865,0.006865
97,5667.23,0.3266,1.07218,0.94295,0.88277,0.87888,0.93862,0.89592,0.32852,0.6179,0.93032,0.006832,0.006832,0.006832
98,5747.42,0.32489,1.08971,0.93718,0.8993,0.87277,0.93855,0.89612,0.33006,0.63188,0.93256,0.006799,0.006799,0.006799
99,5827.72,0.32408,1.08452,0.94219,0.85942,0.89573,0.93959,0.90034,0.3306,0.62975,0.93401,0.006766,0.006766,0.006766
100,5891.11,0.32693,1.07288,0.94568,0.87688,0.88472,0.93939,0.90047,0.32404,0.62279,0.92801,0.006733,0.006733,0.006733
101,5948.34,0.32532,1.08878,0.94181,0.90264,0.88161,0.93789,0.89811,0.32657,0.62005,0.93102,0.0067,0.0067,0.0067
102,6005.69,0.32506,1.0825,0.94339,0.88052,0.9061,0.93892,0.8952,0.33084,0.62505,0.9349,0.006667,0.006667,0.006667
103,6062.95,0.3256,1.09948,0.94505,0.87635,0.9109,0.93775,0.89366,0.32932,0.62359,0.93251,0.006634,0.006634,0.006634
104,6120.25,0.32052,1.07288,0.94316,0.892,0.90394,0.94529,0.90044,0.33421,0.62132,0.93676,0.006601,0.006601,0.006601
105,6177.6,0.32398,1.07157,0.94652,0.87634,0.91263,0.94634,0.90201,0.33551,0.62353,0.93913,0.006568,0.006568,0.006568
106,6235.66,0.32223,1.08222,0.94237,0.87112,0.9077,0.9484,0.90206,0.33289,0.62469,0.93694,0.006535,0.006535,0.006535
107,6366.05,0.31447,1.05609,0.93878,0.86141,0.91234,0.94695,0.90144,0.33108,0.62899,0.93535,0.006502,0.006502,0.006502
108,6505.93,0.32463,1.07886,0.94668,0.8308,0.92015,0.9451,0.90152,0.33179,0.64008,0.93472,0.006469,0.006469,0.006469
109,6661.11,0.31945,1.06712,0.94121,0.84424,0.92601,0.94391,0.90255,0.32889,0.63524,0.9317,0.006436,0.006436,0.006436
110,6795.56,0.31769,1.07097,0.9415,0.87201,0.9022,0.94152,0.89798,0.33095,0.63082,0.93525,0.006403,0.006403,0.006403
111,6908.28,0.31375,1.07332,0.93756,0.85797,0.92749,0.94184,0.89858,0.33185,0.62454,0.93511,0.00637,0.00637,0.00637
112,7021.15,0.32126,1.0857,0.94186,0.8589,0.9247,0.94581,0.90226,0.32865,0.62382,0.93167,0.006337,0.006337,0.006337
113,7134.85,0.31542,1.06595,0.93951,0.84956,0.9276,0.94707,0.90533,0.3272,0.62583,0.93027,0.006304,0.006304,0.006304
114,7247.72,0.31687,1.0656,0.93912,0.86398,0.90213,0.94365,0.90114,0.32656,0.62479,0.93066,0.006271,0.006271,0.006271
115,7361.17,0.31296,1.04641,0.93778,0.83978,0.93541,0.94792,0.90619,0.32478,0.61888,0.92929,0.006238,0.006238,0.006238
116,7474.38,0.31247,1.05201,0.93659,0.8511,0.92514,0.94936,0.90793,0.32404,0.6178,0.92926,0.006205,0.006205,0.006205
117,7587.75,0.31409,1.06585,0.9389,0.86828,0.89654,0.94951,0.90869,0.32122,0.6167,0.9271,0.006172,0.006172,0.006172
118,7701.5,0.31615,1.06256,0.93931,0.86377,0.91936,0.95122,0.90844,0.3208,0.61477,0.9263,0.006139,0.006139,0.006139
119,7814.51,0.31329,1.07696,0.93802,0.87304,0.89715,0.95178,0.91021,0.32051,0.61533,0.92571,0.006106,0.006106,0.006106
120,7927.77,0.31218,1.04946,0.93564,0.86784,0.91866,0.95256,0.91036,0.32089,0.61353,0.92628,0.006073,0.006073,0.006073
121,8040.75,0.31109,1.04592,0.9365,0.86583,0.92365,0.95278,0.91142,0.32069,0.61022,0.92552,0.00604,0.00604,0.00604
122,8154.17,0.31784,1.05617,0.9378,0.86863,0.92094,0.9512,0.90866,0.32062,0.61241,0.92532,0.006007,0.006007,0.006007
123,8284.78,0.31248,1.04534,0.93511,0.8671,0.91872,0.95097,0.91013,0.31981,0.61399,0.92435,0.005974,0.005974,0.005974
124,8406.24,0.31072,1.04879,0.93755,0.87249,0.91851,0.95263,0.91138,0.31949,0.61195,0.9239,0.005941,0.005941,0.005941
125,8551.38,0.31258,1.05602,0.9388,0.88653,0.91478,0.95174,0.90894,0.31982,0.61199,0.92475,0.005908,0.005908,0.005908
126,8696.95,0.31531,1.06103,0.93762,0.89276,0.91461,0.95363,0.91103,0.31932,0.61111,0.92455,0.005875,0.005875,0.005875
127,8844.31,0.31132,1.04971,0.93742,0.89536,0.9152,0.95282,0.91003,0.31929,0.60961,0.92412,0.005842,0.005842,0.005842
128,8990.11,0.31083,1.0483,0.93627,0.89232,0.9167,0.95156,0.90941,0.31835,0.60673,0.92368,0.005809,0.005809,0.005809
129,9109,0.31447,1.06163,0.93806,0.89612,0.91013,0.95196,0.91085,0.3186,0.60874,0.92401,0.005776,0.005776,0.005776
130,9190.71,0.30979,1.04384,0.93868,0.90303,0.9094,0.95173,0.91038,0.31822,0.60808,0.92396,0.005743,0.005743,0.005743
131,9248.09,0.30754,1.04757,0.93477,0.87911,0.91611,0.95089,0.91043,0.3191,0.6097,0.92529,0.00571,0.00571,0.00571
132,9305.18,0.31226,1.04164,0.93667,0.87429,0.91628,0.95094,0.91148,0.31893,0.60763,0.92496,0.005677,0.005677,0.005677
133,9362.33,0.31024,1.04664,0.93296,0.8916,0.8935,0.95198,0.91373,0.31873,0.60741,0.92463,0.005644,0.005644,0.005644
134,9419.65,0.30305,1.03958,0.93305,0.90039,0.8899,0.95261,0.91412,0.31847,0.60812,0.92443,0.005611,0.005611,0.005611
135,9476.89,0.31055,1.03883,0.93757,0.90079,0.88645,0.95047,0.91208,0.31819,0.60745,0.92412,0.005578,0.005578,0.005578
136,9534.27,0.30599,1.04748,0.93523,0.90563,0.88151,0.95021,0.91156,0.31886,0.60942,0.92503,0.005545,0.005545,0.005545
137,9591.39,0.3089,1.05083,0.93528,0.90897,0.88015,0.94937,0.91133,0.31905,0.61005,0.92536,0.005512,0.005512,0.005512
138,9648.7,0.30299,1.05173,0.93275,0.90886,0.88016,0.95095,0.91204,0.31951,0.61132,0.92597,0.005479,0.005479,0.005479
139,9707.83,0.306,1.02241,0.93366,0.91438,0.8831,0.94894,0.90956,0.31955,0.61089,0.92572,0.005446,0.005446,0.005446
140,9767.72,0.30894,1.04036,0.93204,0.91596,0.88214,0.94745,0.90833,0.32007,0.6123,0.92606,0.005413,0.005413,0.005413
141,9824.77,0.31064,1.04198,0.93629,0.89912,0.89665,0.94864,0.91002,0.32106,0.61171,0.92759,0.00538,0.00538,0.00538
142,9881.94,0.29679,1.0394,0.92834,0.89469,0.90844,0.94829,0.90904,0.32154,0.61294,0.92849,0.005347,0.005347,0.005347
143,9939.12,0.30234,1.03164,0.93234,0.89601,0.9099,0.94746,0.9087,0.32111,0.61385,0.92798,0.005314,0.005314,0.005314
144,9996.18,0.30277,1.03623,0.93351,0.90184,0.9066,0.94964,0.91209,0.32053,0.61447,0.92724,0.005281,0.005281,0.005281
145,10053.6,0.29981,1.0247,0.93111,0.90876,0.90772,0.94972,0.91102,0.32071,0.61371,0.92747,0.005248,0.005248,0.005248
146,10110.8,0.30109,1.02643,0.9337,0.90643,0.90599,0.94899,0.91002,0.32052,0.61375,0.92684,0.005215,0.005215,0.005215
147,10168.2,0.30982,1.04612,0.93537,0.9129,0.90589,0.94895,0.90925,0.32047,0.61255,0.92679,0.005182,0.005182,0.005182
148,10225.4,0.30655,1.03922,0.93538,0.91228,0.90367,0.94893,0.91033,0.32057,0.61221,0.92685,0.005149,0.005149,0.005149
149,10282.5,0.2944,1.03437,0.92631,0.90874,0.9086,0.94925,0.90974,0.3202,0.61425,0.92662,0.005116,0.005116,0.005116
150,10339.8,0.30333,1.03927,0.93534,0.91033,0.9066,0.94906,0.90887,0.32036,0.61484,0.92691,0.005083,0.005083,0.005083
151,10397.1,0.29808,1.02529,0.9302,0.91276,0.9018,0.94839,0.90816,0.32133,0.61571,0.92805,0.00505,0.00505,0.00505
152,10454.3,0.29861,1.00564,0.92969,0.91038,0.90566,0.94844,0.90931,0.32163,0.61646,0.92855,0.005017,0.005017,0.005017
153,10511.5,0.30145,1.03097,0.93141,0.9105,0.90518,0.94903,0.90976,0.32107,0.61595,0.92786,0.004984,0.004984,0.004984
154,10568.7,0.30024,1.0414,0.93022,0.90812,0.90618,0.949,0.90935,0.32127,0.61723,0.92812,0.004951,0.004951,0.004951
155,10626,0.30156,1.06457,0.93411,0.90735,0.90655,0.94838,0.90858,0.32168,0.61843,0.92831,0.004918,0.004918,0.004918
156,10683.5,0.29871,1.02605,0.93224,0.9089,0.90536,0.94805,0.90708,0.32156,0.61801,0.92825,0.004885,0.004885,0.004885
157,10740.8,0.29915,1.01706,0.92995,0.90865,0.90424,0.94941,0.90946,0.32168,0.61902,0.92857,0.004852,0.004852,0.004852
158,10798.1,0.29598,1.03482,0.92917,0.90788,0.90467,0.94778,0.90689,0.32142,0.61998,0.92851,0.004819,0.004819,0.004819
159,10855.2,0.29825,1.0045,0.92903,0.91094,0.90357,0.94776,0.90682,0.3213,0.62018,0.92859,0.004786,0.004786,0.004786
160,10912.5,0.29879,1.01107,0.9291,0.89375,0.91387,0.94778,0.90746,0.32096,0.62035,0.92825,0.004753,0.004753,0.004753
161,10969.9,0.29719,1.02167,0.92895,0.89223,0.91367,0.94785,0.90703,0.32143,0.6224,0.92865,0.00472,0.00472,0.00472
162,11027,0.29291,1.00624,0.92677,0.89066,0.91404,0.9476,0.90704,0.32139,0.62213,0.92846,0.004687,0.004687,0.004687
163,11084.2,0.29534,1.01795,0.92789,0.88307,0.91672,0.9491,0.90868,0.32153,0.62354,0.92859,0.004654,0.004654,0.004654
164,11141.5,0.29595,1.0179,0.92764,0.88925,0.91559,0.94912,0.90922,0.32138,0.62474,0.92865,0.004621,0.004621,0.004621
165,11198.6,0.29582,1.00755,0.9267,0.89443,0.91332,0.94848,0.90839,0.32118,0.62336,0.92828,0.004588,0.004588,0.004588
166,11255.9,0.29152,1.00345,0.92767,0.8993,0.91374,0.94861,0.90911,0.32103,0.62316,0.92811,0.004555,0.004555,0.004555
167,11313.3,0.2912,1.00986,0.92646,0.90122,0.91246,0.94935,0.91005,0.32097,0.62336,0.92819,0.004522,0.004522,0.004522
168,11370.6,0.2993,1.01897,0.92825,0.90046,0.9116,0.9492,0.90986,0.32122,0.62446,0.92833,0.004489,0.004489,0.004489
169,11428,0.29609,1.0194,0.92839,0.90034,0.91101,0.94915,0.9081,0.32132,0.6255,0.92824,0.004456,0.004456,0.004456
170,11485.4,0.29412,1.01422,0.93008,0.90414,0.90566,0.9491,0.90931,0.32126,0.62597,0.92797,0.004423,0.004423,0.004423
171,11542.6,0.29538,1.0238,0.93024,0.90537,0.9058,0.94913,0.91004,0.32088,0.62508,0.9278,0.00439,0.00439,0.00439
172,11599.9,0.29258,1.00384,0.9259,0.90674,0.90541,0.94924,0.90964,0.32113,0.6258,0.92811,0.004357,0.004357,0.004357
173,11657.1,0.29008,1.01257,0.92789,0.90557,0.9057,0.95087,0.91115,0.32135,0.62515,0.92845,0.004324,0.004324,0.004324
174,11714.4,0.28906,1.00283,0.92582,0.90395,0.90618,0.95069,0.9114,0.3213,0.62591,0.92838,0.004291,0.004291,0.004291
175,11771.7,0.28909,1.01478,0.92525,0.8979,0.91133,0.94879,0.91004,0.32089,0.6266,0.928,0.004258,0.004258,0.004258
176,11829,0.28765,1.0028,0.92455,0.89058,0.91253,0.94878,0.90734,0.32103,0.62773,0.92848,0.004225,0.004225,0.004225
177,11886.4,0.28721,1.00685,0.92782,0.89518,0.91191,0.947,0.90691,0.3211,0.62815,0.92845,0.004192,0.004192,0.004192
178,11943.8,0.29072,1.01492,0.92692,0.89688,0.91168,0.94725,0.90705,0.3212,0.62904,0.92847,0.004159,0.004159,0.004159
179,12000.9,0.28794,1.00692,0.92482,0.89778,0.91193,0.94741,0.90665,0.32132,0.62881,0.9286,0.004126,0.004126,0.004126
180,12058.2,0.28793,0.99486,0.92744,0.89869,0.90696,0.94811,0.90762,0.3215,0.62898,0.92873,0.004093,0.004093,0.004093
181,12115.5,0.28505,0.99378,0.92631,0.89803,0.9064,0.94754,0.90713,0.32152,0.6312,0.92863,0.00406,0.00406,0.00406
182,12172.5,0.28587,0.98769,0.92836,0.89865,0.90318,0.94875,0.90788,0.32178,0.63049,0.92897,0.004027,0.004027,0.004027
183,12229.9,0.28269,0.99827,0.92498,0.91005,0.89232,0.94881,0.90748,0.32182,0.63118,0.9291,0.003994,0.003994,0.003994
184,12286.8,0.28679,0.99586,0.92739,0.91685,0.88992,0.94816,0.90762,0.32201,0.6334,0.92933,0.003961,0.003961,0.003961
185,12344.1,0.28699,1.00559,0.9249,0.90692,0.88893,0.94807,0.90785,0.32202,0.63355,0.92925,0.003928,0.003928,0.003928
186,12401.4,0.29122,0.98817,0.92707,0.90653,0.88893,0.94816,0.9077,0.32185,0.63364,0.92937,0.003895,0.003895,0.003895
187,12458.5,0.28374,0.98808,0.92431,0.90777,0.88854,0.9481,0.90738,0.32189,0.6348,0.92941,0.003862,0.003862,0.003862
188,12515.7,0.28273,0.99905,0.92113,0.90813,0.88846,0.94729,0.90637,0.3218,0.63532,0.92925,0.003829,0.003829,0.003829
189,12573.1,0.28628,0.98439,0.9198,0.90774,0.88862,0.94893,0.90818,0.32152,0.63578,0.92913,0.003796,0.003796,0.003796
190,12630.2,0.28289,0.98536,0.92297,0.90785,0.88842,0.9489,0.9084,0.32119,0.63685,0.92892,0.003763,0.003763,0.003763
191,12687.6,0.28438,0.98491,0.92313,0.90742,0.8886,0.94891,0.90842,0.32105,0.63666,0.92886,0.00373,0.00373,0.00373
